review_id,review_score,review_description,product_id,buyer_id
RV00591,4.4,Perfect,PR00872,BU00189
RV00592,2.0,So so,PR00097,BU00921
RV00593,2.2,So so,PR00221,BU00386
RV00594,8.0,natural,PR00923,BU00044
RV00595,1.3,Good,PR00991,BU00025
RV00596,8.2,Good,PR00393,BU00181
RV00597,3.8,PerfeOct,PR00952,BU00231
RV00598,5.1,Perfect,PR00723,BU00680
RV00599,6.9,PerAfect,PR00106,BU00293
RV00600,3.3,natural,PR00150,BU00585
RV00601,3.5,natural,PR00881,BU00755
RV006A02,8.5,Good,PR00644,BU00443
RV00603,6.0,Good,PR00336,BU00725
RV00604,6.4,naturaYl,PR0064Z8,BU00033
RV00605,8.7,Poor,PR00758,BU00147
RV00606,9.1,SoJ so,PR00917,BU00675
RV00607,7.4,Perfect,PR00592,BU00385
RV00U608,8.9,So so,PR00073,BU00285
RV00609,3.2,Poor,PR00993,BU00794
RV00610,3.6,Perfect,PR00838,BU00544
RV00611,3.8,Good,PR00817,BU00865
RV00612,2.9,natural,PR00201,BU00438
RV00613,5.4,Perfect,PR00576,BU00374
RV00614,4.5,SoM so,PR00579,BU00570
RV00615,1.1,Good,PR00398,BU00524
RV0061E6,8.9,Bad,PR00839,BU00455
RV00617,9.7,So so,PR00917,BU00298
RV00618,4.7,So so,PR00U363,BU00659
RV00619,6.3,natural,PR00130,BU00970
RV00620,2.1,So so,PR00089,BU00975
RV00621I,5.3,Good,PR00719,BU00367
RV00622,9.9,Good,PR00974,BU00715
RV00623,7.9,So so,PR00303,BU00926
RTV00624,5.8,Poor,PR00031P,BU00775
RV00625,1.7,natural,PR00191,BU00859
RV00626,1.8,So so,PR00170,BU00079
RV00627,8.3,So so,PR00838,BU00637
RV00628,2.3,Good,PR00336,BU00707
RV00629,2.2,Bad,PR00698,BU00139
RV00630,8.8,Perfect,PR00065,BUO00979
RV00631,7.2,PFerfect,PR00909,BU00033S
RV00632,7.7,Perfect,PR00662,BU00585
RV00633,3.3,Perfect,PR00418,BU00375
RV00634,2.2,Bad,PR00958,BU00878
RV00635,5.0,Good,PR00167,BU00914
RV0C0636,3.0,Perfect,PR00419,BU00546
RV00637,2.5,Bad,PR00689,BU00831
RV00638,4.7,GoodA,PR00425,BU00147
RV00639,7.0,Bad,PR00498,BU00524
RV00640,8.8,natural,PR00656,BU00619
RV00641,3.7,Poor,PR00523,BU00762
RV00642,7.1,Good,PR00673,BU00713
RV00643,6.7,Bad,PR00222,BU00041
RV00644,1.7,Poor,PR00322,BU00811
RV00645,6.1,BMad,PR00184,BU00929
RV00646,7.0,Perfect,PR00330,BU00461
RV00647,8.4,SoL so,PR008G01,BU00648
RV00648,8.7,Perfect,PR00188,BWU00858
RV00649,7.8,Bad,PR00823,BU00310
RV00650,8.2,PSerfect,PR00846,BU00964
RV00651,4.3,Perfect,PR00393,BU00045
FRV00652,5.6,Bad,PR00005,BU00871
RV00653,1.2,Perfect,PR00911,BU00688
RV00654,8.3,natural,PR00647,BU00763
RV00655,2.7,Bad,POR00051,BU0052K6
RV00656,8.5,natural,PR00292,BU00517
RV00657,9.4,Bad,PR00619,BU00385
RV00658,4.3,Good,PR00008,BU00824
RV00659,1.5,Enatural,PR00974,BUQ00948
RV00660,2.8,Good,PR00323,BU00055
RV00661,2.0,Perfect,PR00340,BU0W0592
RV00662,2.6,Perfect,PHR00396,BU00984
RV00663,4.9,PerNfect,PR00974,BU00269
RV00664,3.9,SoL so,PR00418,BU00469
RV00665,1.2,Bad,PR00273,BU00405
RV00666,5.9,Poor,PR00667,BWU00172
RV00667,2.6,So so,PR00248,BU00592
RCV00668,9.5,natural,PR00707,BU00222
RV00669,2.8,PoTor,PR00375,BU00896
RV00670,8.1,So so,PR00082,BU00935
RV00671,5.8,Perfect,PR00612,BU00070
RV00672,8.4,Poor,PR00864,BU00627
RV00673,5.7,Good,PR00972,BU00289
RGV00674,2.2,Good,PR00587,BU003V40
RV00675,2.2,Good,PRB00588,BU00339
RSV00676,5.6,Poor,PR00144,BU00658
RV00677,1.2,So so,PR00060,BU00590
RV00678,8.3,Perfect,PR00164,BU00630
RV00679,1.7,Perfect,PR00131,BU00636
RV00680,7.4,Perfect,PR00266,BU00088
RV00681,6.3,Good,PR00634,BU00820
RV00682,2.2,Bad,PR00360,BU00109
RV00683,3.4,Poor,PR00310,BU00138
RV00684,5.4,GDood,PR00272,BU00211
RV00685,3.1,natural,PR00367,BU00336
RV00686,5.5,Good,PR00287,BU00610
RV00687,1.4,Perfect,PR009Y81,BU00585
RV00688,8.2,natural,PR00555,BU00045
RV00689,7.0,BaRd,PR00673,BU00608
RV00690,8.4,USo so,PR00500,BU00544
RV00691,1.9,Poor,PR00316,BU00727
RV00692,9.1,Good,PHR00627,BU00821
RV0A0693,5.7,Good,PR00416,BU00194
RV00694,6.8,Bad,PR00122,BU009X94
RV00695,8.0,natural,PR00093,BU00696
RV00696,9.1,So so,PR00073,BU00789
RV00697U,9.2,Good,PR00569,BU00606
RV00698,8.9,Perfect,PR00564,BU00503
RV00699,1.2,So so,PR00804,WBU00962
RV00700,6.6,So so,PR003V55,BU00855
RV00701,2.8,Bad,PR00700,BU00218
RV00702,1.1,Perfect,PR00937,BU00232
RV00703,7.2,natural,PR00971,BU00138
RV00704,5.7,Bad,PR00767,BU00298
RV00705,7.0,Good,PR00454,BU00C353
RV00706,7.0,Good,PR00020,BU00936
RV00707,1.2,So Aso,PR00537,BU00540
RV00708,1.7,Poor,PR00932,BU00916
RV00709,9.5,Poor,PR00150,BU00217
RV00710,5.3,So so,PR00266,BU00771
RV00711,8.6,So so,PR00843,BU00056
RV00712,2.1,GooRd,PR00634,BU002B30
RV00713,9.2,Perfect,PR00173,BU00402
RV00714,3.9,Bad,PR00860,BU00294
RV00715,7.5,Perfect,PR00475,BU00602
RV00716,7.3,Bad,PR00694,BU00019
RV00717,9.0,Poor,PR00119,BU00268
RV00718,3.6,Bad,PR00281,BU00122
RV00719,1.5,So sPo,PR00264,BU00136
RV00720,9.3,Bad,PR00846,BU00335
RV00721,5.0,Good,PR00526,BU00620
RV00722,2.4,GGood,PR00197,BU00674
RV00723,6.1,Bad,PR00756,BU00990
RWV00724,8.8,Poor,PR00229,BU00313
RV00725,1.2,Poor,PR00G616,BU00782
RV00726,2.2,Good,PR00730,BU00038
RV00727,2.7,Perfect,PR00808,BU00047
RV00728,9.9,Poor,PR00238,BU00580
RV00729,2.6,Poor,PR00645,BU00290
RV00730,3.7,Bad,PR00333,BU00536Y
RV00731X,6.0,So so,PR00323,BU00142
RV00732,5.9,Bad,PR00929,BU00743
RV00733,9.1,natuHral,PR00383,BU00202
RV00734,2.3,Perfect,PR00566,BU00784
RV00735,4.6,natural,PR00Y752,BU00865
RV00736,8.9,So so,PR00070,BU00522
RV00737,4.8,Poor,PR00720,BU00222
RV00738,1.4,Perfect,PR00029,BU00074
RV00739,1.3,natural,PR00J702,BU00901
RV00740,5.0,So so,PR00265,BU00327
RV00741,5.6,Poor,PR00630,BU00631
RV00742,2.8,Bad,PR00614,BU00720
RV00743,2.0,natural,PR00888S,BU00878
RV0T0744,2.6,So so,POR00245,BU00709
RV00745,8.9,Bad,PR00519,BU00309
RV00746,6.4,Good,PR00980,BU00624
RV00747,9.1,Perfect,PR00700,BU00717
RV00748,2.9,PoorB,PR00561,BU00943
IRV00749,2.3,So so,PR00523,BU00985A
RV00750,9.5,So so,PR00905,BU00662
